#t,	body1,	body2,	number_of_contacts,	average_cp_x,	average_cp_y,	average_cp_z,	average_cn_x,	average_cn_y,	average_cn_z,	f_x,	f_y,	f_z,	m_x,	m_y,	m_z
13.703,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0419538,	0.0163296,	1.24973,	-0.0223148,	-7.46256e-05,	-0.999169,	-166.825,	-8.62214,	-534.593,	-2.80516,	-32.0195,	1.65823
13.703,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.034673,	0.0100026,	1.24797,	0.936629,	0.00299638,	-0.344879,	166.284,	-1.76121,	70.0306,	0.369444,	22.1855,	-0.319568
13.703,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512895,	0.0324021,	1.21712,	0.00320301,	-0.999995,	1.40044e-05,	6.50648,	-91.8984,	-24.618,	7.91226,	0.395255,	0.546231
13.703,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529412,	-0.017506,	1.20713,	-0.00320301,	0.999995,	-1.40044e-05,	6.1406,	76.0508,	-23.7156,	-5.64519,	0.356447,	-0.304964
13.703,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	8,	0.0346398,	-0.00600899,	1.24771,	0.963816,	0.00308341,	-0.265464,	234.73,	1.3066,	79.8953,	-0.479396,	30.806,	0.904652
13.703,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369,	-0.00211331,	1.24933,	0.223954,	0.000704198,	-0.937704,	-268.886,	-3.52365,	-865.046,	9.31321,	-52.9864,	-3.54273
13.705,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346936,	0.00999018,	1.24801,	0.93268,	0.00300617,	-0.357847,	140.339,	-2.9388,	56.7775,	0.485439,	18.6718,	-0.233935
13.705,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438343,	0.016117,	1.24968,	4.19754e-05,	2.0938e-05,	-1,	-148.914,	-10.5278,	-539.238,	-6.09032,	-27.1,	2.03391
13.706,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512892,	0.0323978,	1.2171,	0.00321766,	-0.999995,	-8.25491e-06,	4.34917,	-98.2462,	-25.5951,	8.47471,	0.184932,	0.651344
13.706,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529318,	-0.01751,	1.2071,	-0.00321766,	0.999995,	8.25491e-06,	4.1304,	72.6174,	-25.9136,	-5.3064,	0.177709,	-0.336074
13.706,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346804,	-0.00908561,	1.24771,	0.962891,	0.00310049,	-0.26857,	242.343,	0.322593,	78.1205,	-1.40523,	31.6744,	4.22844
13.706,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368965,	-0.00212288,	1.24934,	0.225137,	0.000732153,	-0.937165,	-276.5,	-7.63293,	-865.508,	9.86435,	-53.9479,	-3.52354
13.707,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	9,	0.0525735,	-0.0175679,	1.20698,	-0.00322612,	0.999995,	9.14248e-06,	6.05656,	98.7846,	-5.23043,	-7.96863,	0.460611,	-0.52791
13.707,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	10,	0.0347107,	0.0110176,	1.24803,	0.928932,	0.0030002,	-0.364972,	142.888,	-3.94049,	-111.991,	0.168292,	14.8381,	-0.236866
13.707,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0420082,	0.0162944,	1.24971,	-0.0261369,	-7.51892e-05,	-0.998859,	-193.349,	-6.71997,	-430.839,	-2.1454,	-33.25,	1.6777
13.708,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512921,	0.0323844,	1.21706,	0.00322969,	-0.999995,	1.64478e-05,	3.22416,	-97.9928,	-26.4295,	8.42605,	0.0738491,	0.675656
13.708,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	8,	0.0525595,	-0.0175602,	1.20691,	-0.00322969,	0.999995,	-1.64478e-05,	4.43838,	118.323,	-20.1838,	-9.19316,	0.224725,	-0.70416
13.708,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	8,	0.0346567,	-0.00602872,	1.24771,	0.963622,	0.00310784,	-0.266164,	231.552,	0.629497,	78.9302,	-0.391407,	30.391,	0.905864
13.708,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369148,	-0.00212568,	1.24931,	0.224537,	0.000709772,	-0.93725,	-272.672,	-5.96479,	-863.211,	9.60665,	-53.3957,	-3.51867
13.709,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438806,	0.0161246,	1.24964,	-3.57804e-06,	1.02147e-05,	-1,	-174.749,	-9.10734,	-588.172,	-6.94853,	-31.052,	2.33992
13.71,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512845,	0.0323935,	1.21702,	0.00322711,	-0.999995,	3.39632e-06,	4.02804,	-96.7173,	-26.3774,	8.30418,	0.147896,	0.645927
13.71,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529357,	-0.0175121,	1.20706,	-0.00322711,	0.999995,	-3.39632e-06,	3.52755,	77.6744,	-20.8617,	-5.84322,	0.159073,	-0.380888
13.71,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	10,	0.0346749,	0.0133125,	1.24802,	0.928399,	0.00299698,	-0.356729,	233.811,	-2.57261,	142.395,	1.04711,	32.2234,	-1.49826
13.71,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	5,	0.0346763,	-0.0088739,	1.24773,	0.962087,	0.00310385,	-0.271255,	245.648,	0.566482,	77.565,	-1.42515,	32.0658,	4.27925
13.71,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369053,	-0.00211631,	1.24936,	0.223124,	0.00071686,	-0.938437,	-280.243,	-5.73519,	-865.791,	9.60199,	-54.4142,	-3.60672
13.711,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346269,	0.00997904,	1.2479,	0.943437,	0.00305111,	-0.319131,	224.875,	-3.00716,	113.611,	0.617692,	30.4512,	-0.416854
13.711,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0439079,	0.01612,	1.24972,	7.95392e-06,	1.89916e-05,	-1,	-183.371,	-11.0016,	-580.131,	-6.59304,	-32.0078,	2.47989
13.712,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512934,	0.0323946,	1.21699,	0.00323008,	-0.999995,	-7.77268e-06,	2.36715,	-101.803,	-27.1758,	8.75467,	-0.0119098,	0.727323
13.712,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529444,	-0.017516,	1.20706,	-0.00323008,	0.999995,	7.77268e-06,	2.0027,	74.7923,	-23.5781,	-5.54047,	0.0181044,	-0.400915
13.712,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346533,	-0.00690164,	1.24771,	0.963054,	0.00311284,	-0.267923,	228.857,	0.384985,	81.8355,	-0.421263,	30.13,	1.02354
13.712,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369052,	-0.00211875,	1.24933,	0.224195,	0.000731462,	-0.937704,	-273.461,	-7.80126,	-865.531,	9.8537,	-53.5642,	-3.48813
13.713,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346584,	0.0111067,	1.24795,	0.938677,	0.00303092,	-0.330604,	227.963,	-0.910626,	104.007,	0.338248,	30.597,	-0.473405
13.713,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.042056,	0.0163113,	1.24974,	-0.0293801,	-9.95958e-05,	-0.998558,	-195.822,	-8.43036,	-564.436,	-2.85562,	-36.3619,	1.77323
13.714,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512973,	0.0324006,	1.21698,	0.00323315,	-0.999995,	1.86042e-05,	2.52426,	-99.2892,	-25.998,	8.54773,	0.0118528,	0.702489
13.714,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529426,	-0.0175065,	1.20706,	-0.00323315,	0.999995,	-1.86042e-05,	2.43649,	77.0914,	-23.2351,	-5.73617,	0.0549793,	-0.404857
13.714,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346921,	-0.00907163,	1.24773,	0.962821,	0.00310796,	-0.268815,	238.675,	0.453785,	76.8679,	-1.39874,	31.192,	4.15893
13.714,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369055,	-0.00210837,	1.24935,	0.225264,	0.000710881,	-0.93705,	-276.728,	-6.43045,	-861.061,	9.66482,	-53.8641,	-3.54684
13.715,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346523,	0.00998344,	1.24797,	0.937561,	0.00303618,	-0.342005,	182.846,	-1.95077,	79.135,	0.412286,	24.4515,	-0.35019
13.715,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438877,	0.016116,	1.24971,	-3.90593e-06,	1.17984e-05,	-1,	-170.025,	-9.00297,	-551.35,	-6.44345,	-29.9052,	2.28186
13.716,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512948,	0.0323922,	1.21695,	0.00323653,	-0.999995,	-1.06858e-06,	4.44613,	-101.397,	-26.0132,	8.74102,	0.189238,	0.672937
13.716,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529429,	-0.0175147,	1.20704,	-0.00323653,	0.999995,	1.06858e-06,	4.51137,	76.4414,	-24.0345,	-5.66212,	0.220259,	-0.349008
13.716,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	7,	0.0346671,	-0.00735864,	1.24771,	0.96354,	0.00311883,	-0.26633,	225.936,	0.506428,	82.984,	-0.455804,	29.8,	1.03279
13.716,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369068,	-0.00211897,	1.24933,	0.225335,	0.00073031,	-0.93698,	-267.524,	-7.43755,	-864.07,	9.80163,	-52.7978,	-3.43771
13.717,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0347013,	0.00999473,	1.24796,	0.936696,	0.00304028,	-0.34454,	179.757,	-1.52026,	64.3754,	0.327274,	23.705,	-0.354334
13.717,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0420407,	0.0163225,	1.24973,	-0.0268718,	-7.13483e-05,	-0.998792,	-177.935,	-8.47896,	-531.576,	-2.87928,	-33.2643,	1.76953
13.718,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512892,	0.032401,	1.21695,	0.00324286,	-0.999995,	-4.27529e-06,	1.35306,	-103.484,	-26.6861,	8.91772,	-0.104047,	0.767924
13.718,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529325,	-0.0175076,	1.20703,	-0.00324286,	0.999995,	4.27529e-06,	1.74179,	75.3233,	-25.7199,	-5.52796,	-0.017496,	-0.413072
13.718,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346946,	-0.00907916,	1.24771,	0.962848,	0.00312354,	-0.268719,	235.471,	9.65997e-05,	76.4356,	-1.33694,	30.7895,	4.11862
13.718,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369007,	-0.00212102,	1.24933,	0.226798,	0.00073948,	-0.936141,	-274.992,	-8.91222,	-863.645,	10.0373,	-53.7188,	-3.4782
13.719,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	9,	0.0525678,	-0.0175568,	1.20691,	-0.00325033,	0.999995,	9.73867e-06,	3.52782,	98.7143,	-5.78879,	-7.94301,	0.249116,	-0.592555
13.719,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346869,	0.00997517,	1.248,	0.934308,	0.00304026,	-0.352521,	138.228,	-5.51239,	-103.532,	0.452223,	14.4698,	-0.164999
13.719,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438633,	0.0161045,	1.24967,	5.32501e-06,	9.75603e-06,	-1,	-186.161,	-7.28265,	-432.933,	-5.03182,	-30.0603,	2.50901
13.72,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0513062,	0.032399,	1.21694,	0.0032534,	-0.999995,	1.46191e-05,	0.115583,	-104.016,	-26.8267,	8.96267,	-0.218966,	0.799236
13.72,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	7,	0.0346612,	-0.00543748,	1.24771,	0.96322,	0.00312984,	-0.267486,	225.661,	0.561601,	77.8292,	-0.379133,	29.6404,	0.885392
13.72,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	9,	0.0525547,	-0.0175507,	1.20686,	-0.0032534,	0.999995,	-1.46191e-05,	2.32462,	114.562,	-21.2113,	-8.8541,	0.0439222,	-0.733131
13.72,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369203,	-0.0021209,	1.24931,	0.225359,	0.000719492,	-0.936775,	-270.797,	-6.15293,	-863.943,	9.65031,	-53.184,	-3.49762
13.721,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	10,	0.0346749,	0.012058,	1.24794,	0.93544,	0.00304006,	-0.332324,	243.571,	-0.764637,	149.794,	0.846385,	33.6037,	-1.56646
13.721,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0420193,	0.0163239,	1.24972,	-0.02654,	-8.20127e-05,	-0.998824,	-196.43,	-8.90584,	-583.045,	-2.94719,	-36.8314,	1.81746
13.722,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0513023,	0.0324035,	1.21693,	0.00325125,	-0.999995,	8.90553e-06,	2.9974,	-101.362,	-26.9051,	8.71284,	0.0482512,	0.706364
13.722,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529347,	-0.0175053,	1.20703,	-0.00325125,	0.999995,	-8.90553e-06,	3.91227,	76.7535,	-22.1391,	-5.73348,	0.182365,	-0.366903
13.722,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	5,	0.0346937,	-0.0088715,	1.24773,	0.961991,	0.00312527,	-0.271592,	242.467,	0.425314,	76.5117,	-1.39017,	31.649,	4.22956
13.722,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369168,	-0.00211555,	1.24935,	0.223496,	0.00071829,	-0.938188,	-276.401,	-6.47954,	-866.692,	9.7065,	-53.959,	-3.55589
13.723,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438983,	0.0161117,	1.24974,	2.37253e-05,	2.82114e-05,	-1,	-177.051,	-10.4471,	-568.863,	-6.50614,	-31.0611,	2.39036
13.723,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346453,	0.00997109,	1.24791,	0.943219,	0.00308407,	-0.32016,	209.954,	-2.69112,	106.652,	0.563044,	28.445,	-0.390825
13.724,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0513062,	0.0323997,	1.21694,	0.0032625,	-0.999995,	-1.57506e-05,	-0.513707,	-105.636,	-27.0496,	9.10599,	-0.279782,	0.82964
13.724,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529349,	-0.0175147,	1.20704,	-0.0032625,	0.999995,	1.57506e-05,	0.674546,	73.0187,	-24.3704,	-5.37316,	-0.0965174,	-0.425798
13.724,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0347054,	-0.00908846,	1.24772,	0.962771,	0.00314529,	-0.268994,	236.474,	-0.236711,	76.5009,	-1.30804,	30.9134,	4.13898
13.724,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369152,	-0.00212143,	1.24934,	0.226197,	0.00075272,	-0.936494,	-277.418,	-9.61807,	-865.016,	10.1215,	-54.0398,	-3.48538
13.725,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0420383,	0.0163048,	1.24971,	-0.0277179,	-9.1954e-05,	-0.998716,	-185.322,	-8.15521,	-556.459,	-2.84962,	-34.876,	1.69697
13.725,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	10,	0.0346798,	0.0109395,	1.24796,	0.936765,	0.00305376,	-0.335938,	218.689,	-0.504319,	103.399,	0.286529,	29.4384,	-0.4623
13.726,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512882,	0.0323955,	1.21691,	0.00326307,	-0.999995,	1.56122e-05,	4.98458,	-100.989,	-25.5185,	8.71078,	0.243707,	0.655842
13.726,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.052916,	-0.0175092,	1.20702,	-0.00326307,	0.999995,	-1.56122e-05,	6.16283,	75.918,	-23.4337,	-5.63202,	0.358125,	-0.307333
13.726,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	8,	0.0346626,	-0.00601987,	1.24772,	0.963606,	0.00314017,	-0.266217,	233.835,	0.802534,	77.7926,	-0.408179,	30.6442,	0.910802
13.726,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369185,	-0.00211456,	1.24932,	0.226024,	0.000722916,	-0.93641,	-268.926,	-5.52491,	-862.409,	9.55652,	-52.9178,	-3.48971
13.727,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.034673,	0.00996321,	1.24798,	0.936985,	0.00307166,	-0.34381,	173.22,	-1.5734,	76.2359,	0.359252,	23.1953,	-0.337797
13.727,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0439009,	0.0160957,	1.24973,	4.93992e-05,	2.4789e-05,	-1,	-166.349,	-8.43373,	-551.348,	-6.51239,	-29.4484,	2.22302
13.728,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512994,	0.0323909,	1.21693,	0.00327138,	-0.999995,	-1.17207e-05,	-0.331809,	-104.072,	-25.6486,	8.99525,	-0.251745,	0.814062
13.728,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529272,	-0.0175245,	1.20703,	-0.00327138,	0.999995,	1.17207e-05,	1.18689,	75.0293,	-24.7004,	-5.52867,	-0.0569837,	-0.426072
13.728,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346938,	-0.00907384,	1.24772,	0.962994,	0.00315348,	-0.268195,	238.149,	-0.113715,	76.9776,	-1.33062,	31.1322,	4.1626
13.728,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369106,	-0.00212249,	1.24936,	0.225252,	0.000747876,	-0.937284,	-278.73,	-9.37084,	-868.521,	10.1009,	-54.3013,	-3.50544
